IPR011545	DEAD/DEAH box helicase domain
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR002487	Transcription factor, K-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002487	Transcription factor, K-box
IPR003657	WRKY domain
IPR003657	WRKY domain
IPR002891	Adenylyl-sulfate kinase

IPR018866	Zinc-finger domain of monoamine-oxidase A repressor R1
IPR001841	Zinc finger, RING-type

IPR002454	Gamma tubulin
IPR002454	Gamma tubulin
IPR002454	Gamma tubulin
IPR002454	Gamma tubulin
IPR002454	Gamma tubulin
IPR002454	Gamma tubulin
IPR002454	Gamma tubulin
IPR003008	Tubulin/FtsZ, GTPase domain
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
IPR008883	Ubiquitin E2 variant, N-terminal
IPR017916	Steadiness box (SB) domain
IPR008883	Ubiquitin E2 variant, N-terminal
IPR017916	Steadiness box (SB) domain
IPR010839	Acyclic terpene utilisation
IPR007751	Domain of unknown function DUF676, lipase-like
IPR007493	Protein of unknown function DUF538
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR013766	Thioredoxin domain
IPR013766	Thioredoxin domain
IPR007642	RNA polymerase Rpb2, domain 2
IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
IPR007641	RNA polymerase Rpb2, domain 7
IPR007645	RNA polymerase Rpb2, domain 3
IPR007646	RNA polymerase Rpb2, domain 4
IPR007644	RNA polymerase, beta subunit, protrusion
IPR007647	RNA polymerase Rpb2, domain 5
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type

IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR001128	Cytochrome P450
IPR003439	ABC transporter-like
IPR013525	ABC-2 type transporter
IPR003439	ABC transporter-like
IPR032872	Wall-associated receptor kinase, C-terminal
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR013057	Amino acid transporter, transmembrane domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR001721	Threonine dehydratase, ACT-like domain
IPR001721	Threonine dehydratase, ACT-like domain
IPR005787	Threonine dehydratase, biosynthetic
IPR001721	Threonine dehydratase, ACT-like domain
IPR001926	Pyridoxal-phosphate dependent enzyme
IPR001721	Threonine dehydratase, ACT-like domain
IPR006571	TLDc domain
IPR006615	Peptidase C19, ubiquitin-specific peptidase, DUSP domain
IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
IPR006615	Peptidase C19, ubiquitin-specific peptidase, DUSP domain
IPR006615	Peptidase C19, ubiquitin-specific peptidase, DUSP domain
IPR028889	Ubiquitin specific protease domain
IPR005135	Endonuclease/exonuclease/phosphatase
IPR013126	Heat shock protein 70 family
IPR013126	Heat shock protein 70 family







IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002938	FAD-binding domain





IPR006918	COBRA, plant
IPR017932	Glutamine amidotransferase type 2 domain
IPR017932	Glutamine amidotransferase type 2 domain
IPR001962	Asparagine synthase
IPR003428	Mitochondrial glycoprotein
IPR003578	Small GTPase Rho
IPR001806	Small GTPase


IPR005225	Small GTP-binding protein domain
IPR004276	Glycosyltransferase family 28, N-terminal domain
IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
IPR006527	F-box associated domain, type 1
IPR001810	F-box domain
IPR017451	F-box associated interaction domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR011095	D-alanine--D-alanine ligase, C-terminal
IPR011095	D-alanine--D-alanine ligase, C-terminal
IPR011761	ATP-grasp fold
IPR011127	D-alanine--D-alanine ligase, N-terminal domain
IPR011127	D-alanine--D-alanine ligase, N-terminal domain
IPR011761	ATP-grasp fold
IPR025610	Transcription factor MYC/MYB N-terminal
IPR025610	Transcription factor MYC/MYB N-terminal
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR000467	G-patch domain
IPR000467	G-patch domain
IPR012936	Endoplasmic reticulum vesicle transporter, C-terminal
IPR039542	Endoplasmic reticulum vesicle transporter, N-terminal
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR003676	Small auxin-up RNA
IPR002075	Nuclear transport factor 2
IPR000504	RNA recognition motif domain
IPR018222	Nuclear transport factor 2, eukaryote
IPR000504	RNA recognition motif domain
IPR017930	Myb domain
IPR001005	SANT/Myb domain
IPR006447	Myb domain, plants
IPR015410	Domain of unknown function DUF1985
IPR001810	F-box domain
IPR012989	SEP domain
IPR001012	UBX domain
IPR012989	SEP domain
IPR001012	UBX domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR013087	Zinc finger C2H2-type
IPR001650	Helicase, C-terminal
IPR011545	DEAD/DEAH box helicase domain
IPR029491	Helicase Helix-turn-helix domain
IPR001650	Helicase, C-terminal
IPR002121	HRDC domain
IPR018982	RQC domain
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR002121	HRDC domain
IPR032284	ATP-dependent DNA helicase RecQ, zinc-binding domain
IPR004589	DNA helicase, ATP-dependent, RecQ type
IPR000424	Primosome PriB/single-strand DNA-binding
IPR011344	Single-stranded DNA-binding protein
IPR000424	Primosome PriB/single-strand DNA-binding
IPR007877	Protein of unknown function DUF707
IPR009976	Exocyst complex component Sec10-like

IPR003657	WRKY domain
IPR003657	WRKY domain
IPR003657	WRKY domain
IPR018872	Zn-cluster domain
IPR003657	WRKY domain

IPR013026	Tetratricopeptide repeat-containing domain
IPR012881	Protein of unknown function DUF1685


IPR013087	Zinc finger C2H2-type
IPR013087	Zinc finger C2H2-type
IPR000467	G-patch domain
IPR000467	G-patch domain
IPR025322	Protein of unknown function DUF4228, plant
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR031310	Ribosomal protein L5, N-terminal
IPR031309	Ribosomal protein L5, C-terminal
IPR001772	Kinase associated domain 1 (KA1)
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001772	Kinase associated domain 1 (KA1)
IPR015940	Ubiquitin-associated domain
IPR025322	Protein of unknown function DUF4228, plant
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007112	Expansin/pollen allergen, DPBB domain
IPR005795	Major pollen allergen Lol pI
IPR005795	Major pollen allergen Lol pI
IPR005795	Major pollen allergen Lol pI
IPR005795	Major pollen allergen Lol pI
IPR005795	Major pollen allergen Lol pI
IPR007117	Expansin, cellulose-binding-like domain
IPR007117	Expansin, cellulose-binding-like domain
IPR009009	RlpA-like protein, double-psi beta-barrel domain

IPR010003	HARP domain
IPR001650	Helicase, C-terminal
IPR001650	Helicase, C-terminal
IPR000330	SNF2-related, N-terminal domain
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR001509	NAD-dependent epimerase/dehydratase
IPR003343	Bacterial Ig-like, group 2
IPR003343	Bacterial Ig-like, group 2
IPR000086	NUDIX hydrolase domain
IPR040618	Pre-nudix hydrolase domain
IPR003293	Nudix hydrolase 6-like
IPR003293	Nudix hydrolase 6-like
IPR003293	Nudix hydrolase 6-like
IPR003293	Nudix hydrolase 6-like
IPR003293	Nudix hydrolase 6-like
IPR003293	Nudix hydrolase 6-like
IPR020476	NUDIX hydrolase
IPR020476	NUDIX hydrolase
IPR000086	NUDIX hydrolase domain
IPR025799	Protein arginine N-methyltransferase
IPR025799	Protein arginine N-methyltransferase
IPR001356	Homeobox domain
IPR003106	Leucine zipper, homeobox-associated
IPR001356	Homeobox domain
IPR000070	Pectinesterase, catalytic
IPR006501	Pectinesterase inhibitor domain
IPR006501	Pectinesterase inhibitor domain
IPR023573	Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR002022	Pectate lyase
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR003582	ShKT domain
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase

IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR001810	F-box domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR025610	Transcription factor MYC/MYB N-terminal
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR019561	Translocon Sec61/SecY, plug domain
IPR002208	SecY/SEC61-alpha family
IPR002208	SecY/SEC61-alpha family
IPR014025	Glutaredoxin subgroup
IPR014025	Glutaredoxin subgroup
IPR014025	Glutaredoxin subgroup
IPR011905	Glutaredoxin-like, plant II
IPR002109	Glutaredoxin
IPR002109	Glutaredoxin





IPR003959	ATPase, AAA-type, core
IPR008269	Peptidase S16, Lon proteolytic domain
IPR003111	Lon, substrate-binding domain
IPR003111	Lon, substrate-binding domain
IPR004815	Lon protease, bacterial/eukaryotic-type
IPR008269	Peptidase S16, Lon proteolytic domain
IPR004240	Nonaspanin (TM9SF)
IPR003480	Transferase
IPR000719	Protein kinase domain
IPR000961	AGC-kinase, C-terminal
IPR000719	Protein kinase domain
IPR017892	Protein kinase, C-terminal
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain

IPR000504	RNA recognition motif domain
IPR021790	PTBP1, RNA recognition motif 2-like
IPR000504	RNA recognition motif domain
IPR006536	HnRNP-L/PTB
IPR003103	BAG domain
IPR000626	Ubiquitin-like domain
IPR000626	Ubiquitin-like domain
IPR003103	BAG domain
IPR023780	Chromo domain
IPR000953	Chromo/chromo shadow domain
IPR009880	Glyoxal oxidase, N-terminal
IPR015202	Galactose oxidase-like, Early set domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF
IPR001320	Ionotropic glutamate receptor
IPR001828	Receptor, ligand binding region
IPR025724	GAG-pre-integrase domain
IPR003719	Phenazine biosynthesis PhzF protein
IPR000782	FAS1 domain
IPR000782	FAS1 domain
IPR000782	FAS1 domain
IPR000782	FAS1 domain


IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR004158	Protein of unknown function DUF247, plant
IPR013798	Indole-3-glycerol phosphate synthase
IPR011530	Ribosomal RNA adenine dimethylase
IPR001737	Ribosomal RNA adenine methyltransferase KsgA/Erm
IPR001737	Ribosomal RNA adenine methyltransferase KsgA/Erm
IPR010666	Zinc finger, GRF-type
IPR003690	Transcription termination factor, mitochondrial/chloroplastic
IPR003690	Transcription termination factor, mitochondrial/chloroplastic
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat
IPR003140	Phospholipase/carboxylesterase/thioesterase
IPR000010	Cystatin domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001210	Ribosomal protein S17e
IPR004853	Sugar phosphate transporter domain
IPR001611	Leucine-rich repeat
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001878	Zinc finger, CCHC-type
IPR001878	Zinc finger, CCHC-type
IPR023573	Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A
IPR001220	Legume lectin domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001087	GDSL lipase/esterase
IPR000566	Lipocalin/cytosolic fatty-acid binding domain
IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
IPR007235	Glycosyl transferase, family 28, C-terminal
IPR009695	Diacylglycerol glucosyltransferase, N-terminal
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR006153	Cation/H+ exchanger
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR003851	Zinc finger, Dof-type
IPR003851	Zinc finger, Dof-type
IPR013026	Tetratricopeptide repeat-containing domain

IPR001296	Glycosyl transferase, family 1
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR006511	SHORT INTERNODES, C-terminal
IPR006510	Zinc finger, lateral root primordium type 1

IPR015410	Domain of unknown function DUF1985
IPR000620	EamA domain
IPR000620	EamA domain
IPR002939	Chaperone DnaJ, C-terminal
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR002016	Haem peroxidase
IPR014014	RNA helicase, DEAD-box type, Q motif
IPR001650	Helicase, C-terminal
IPR001650	Helicase, C-terminal
IPR011545	DEAD/DEAH box helicase domain
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR004864	Late embryogenesis abundant protein, LEA_2 subgroup
IPR028097	FAM91, C-terminal domain
IPR028097	FAM91, C-terminal domain
IPR028097	FAM91, C-terminal domain
IPR028091	FAM91, N-terminal domain
IPR021410	The fantastic four family
IPR004667	ADP/ATP carrier protein
IPR004667	ADP/ATP carrier protein
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR002182	NB-ARC




IPR022742	Serine aminopeptidase, S33
IPR000073	Alpha/beta hydrolase fold-1
